username,text,label,binary_label,tokenized_comment
serlyikhtiari,lebih cantik syifa bgt anjir😭,['Body Shaming'],Yes,"['lebih', 'cantik', 'syifa', 'sangat', 'anjir']"
queensha_az66,Hmm mendalami peran sampai dunia nyata ya namira🤭,['Denigration'],Yes,"['hm', 'dalam', 'peran', 'sampai', 'dunia', 'nyata', 'iya', 'namira']"
srihandayani8406,Ini sih kurus kering namanya😫😫😫,['Body Shaming'],Yes,"['ini', 'sih', 'kurus', 'kering', 'nama']"
rdesi1128,"Kak kalau bisa jgan kurus"" ya kak🙏❤️",['Body Shaming'],Yes,"['kak', 'kalau', 'bisa', 'jangan', 'kurus', 'iya', 'kak']"
wendysscrtt,KOMUK U KEK MO BRSIN TP GJD,['Body Shaming'],Yes,"['muka', 'untuk', 'seperti', 'mau', 'bersin', 'tapi', 'tidak', 'jadi']"
elshanumnouren_,Kirain maestro bang tau nya masih kacangan baru 1 lagu belagu bener,['Flaming'],Yes,"['ira', 'maestro', 'bang', 'tahu', 'nya', 'masih', 'kacang', 'baru', 'lagu', 'belagu', 'benar']"
sbsberli,"Cantikan syifa ternyata, jauhhh wkwkwk skipp",['Body Shaming'],Yes,"['cantik', 'syifa', 'nyata', 'jauh', 'wkwk', 'skip']"
dewiayua.k.p,Orang pinterr dan berduitt masa pilih yg nabrak aturan MKmkmk😂,['Denigration'],Yes,"['orang', 'pinter', 'dan', 'uang', 'waktu', 'pilih', 'yang', 'tabrak', 'atur', 'wkwk']"
selynovanti,Cocok deh pemerannya jadi selingkuhan😂,['Denigration'],Yes,"['cocok', 'deh', 'per', 'jadi', 'selingkuh']"
last_trii84,Kurus bangett sekarang kaak😢,['Body Shaming'],Yes,"['kurus', 'sangat', 'sekarang', 'kak']"
antish_collection,"Hirup ulah gede hulu,beusi teu asup helem 🙃",['Harassment'],Yes,"['hirup', 'ulah', 'besar', 'hulu', 'besi', 'teu', 'asup', 'hem']"
danisamonika,@anankharisma_ lagi bayangin cancut nya dlu,['Harassment'],Yes,"['lagi', 'bayang', 'celana', 'dalam', 'nya', 'dulu']"
deasyarianty,Kasian banget dapat second😂😂😂.,['Denigration'],Yes,"['kasihan', 'sangat', 'dapat', 'dua']"
andi_prasetiyo01,Blm terkenal udh belagu 😢,['Flaming'],Yes,"['belum', 'kenal', 'sudah', 'belagu']"
koniko______,biar dapetnya cowo orang hrs gatel dulu ga si🤪🤪,"['Denigration', 'Flaming']",Yes,"['biar', 'dapat', 'cowok', 'orang', 'harus', 'gatel', 'dahulu', 'tidak', 'sih']"
tanialole,Go publik dong sama yg onoh😂,['Denigration'],Yes,"['pergi', 'publik', 'dong', 'sama', 'yang', 'sono']"
rahmat.world19,"Tolong temen2 nya kalau mau ikut kajian otaknya di pake dulu,ini agama bukan mainan 
Buat abang @wanda_haraa  hidup didunia hanya sementara,jadi jangan sekali kali bermain main dgn agama",['Flaming'],Yes,"['tolong', 'teman', 'nya', 'kalau', 'mau', 'ikut', 'kaji', 'otak', 'di', 'pakai', 'dulu', 'ini', 'agama', 'tidak', 'main', 'buat', 'kakak', 'hidup', 'dunia', 'hanya', 'sementara', 'jadi', 'jangan', 'sekali', 'kali', 'main', 'main', 'dengan', 'agama']"
tenry_rua,Berlindung karna punya kasus. Wadidauu,['Denigration'],Yes,"['lindung', 'karena', 'punya', 'kasus', 'wadidaw']"
sitamwln_,gua juga gak sudi denger lagu lo,['Harassment'],Yes,"['aku', 'juga', 'tidak', 'sudi', 'dengar', 'lagu', 'kamu']"
rizky.4721,Jangan buat lagu lgi deh kalau membatasi pendengar aneh banget gk cocok juga jdi musisi lu,['Harassment'],Yes,"['jangan', 'buat', 'lagu', 'lagi', 'deh', 'kalau', 'batas', 'dengar', 'aneh', 'sangat', 'tidak', 'cocok', 'juga', 'jadi', 'musisi', 'kamu']"
heyiyaw_,"Klo gw yg badannya kek gini di bully deh ""gak bahagia ya kok kurus bgt"" menyala orang2 sekitarkuuu🔥🔥",['Body Shaming'],Yes,"['kalo', 'aku', 'yang', 'badan', 'seperti', 'begini', 'di', 'bully', 'deh', 'tidak', 'bahagia', 'iya', 'kok', 'kurus', 'sangat', 'nyala', 'orang', 'sekitarkuu']"
lennyfebrii,"seniman macam apa kalau pilih pilih orang pake lagu, cuihh",['Harassment'],Yes,"['seniman', 'jenis', 'apa', 'kalau', 'pilih', 'pilih', 'orang', 'pakai', 'lagu', 'cuihh']"
sellajuliana14,"Mana klarifikasi nya,kmrin sok""an klarifikasi membela teman!makan tu hasil rebutan lo!!moga bahagia aja..biar karma yang membalas😂😂",['Denigration'],Yes,"['mana', 'klarifikasi', 'nyakmrin', 'sok', 'klarifikasi', 'bela', 'teman', 'makan', 'itu', 'hasil', 'rebut', 'moga', 'bahagia', 'saja', 'agar', 'karma', 'yang', 'balas']"
i.ibelle,Kaka ngga cocok kek badannya diedit sama muka,['Denigration'],Yes,"['kakak', 'tidak', 'cocok', 'seperti', 'badan', 'edit', 'sama', 'wajah']"
durenruntuh____,"Bang bikin lagu buat sendiri aja napa, galak amat 🤣 gw tau nya cmn ooooooo nya doang bjir😂",['Denigration'],Yes,"['bang', 'buat', 'lagu', 'buat', 'sendiri', 'saja', 'kenapa', 'galak', 'sangat', 'aku', 'tahu', 'nya', 'cuman', 'oh', 'nya', 'doang', 'anjir']"
ahmdfhi04,Lebay bet bilang gk sudi segala 😂,['Flaming'],Yes,"['lebay', 'sangat', 'bilang', 'tidak', 'sudi', 'segala']"
deviihaifha2101,Baru 1 lagu baru 1jt aja gayanya selangit sampe ngatain orang ga Sudi miris bgt,['Harassment'],Yes,"['baru', 'lagu', 'baru', 'juta', 'saja', 'gaya', 'langit', 'sampai', 'katai', 'orang', 'tidak', 'sudi', 'miris', 'sangat']"
queenweny,GW SIH NAJIS YA DENGERIN LAGUNYA,"['Flaming', 'Harassment']",Yes,"['aku', 'sih', 'najis', 'iya', 'dengar', 'lagu']"
owner.barbie,yang coment rata2 otaknya pada g0bL0k 👺,['Flaming'],Yes,"['yang', 'komen', 'rata', 'otak', 'pada', 'goblok']"
yogadwiss13_,"Sikap arogan mu dan kata ngak Sudi mu bakalan melekat selamnya di krya2 mu dan dirimu sendiri bang, sangat di sayangkan karya sebagus itu harus redup krna emosi sesaat, bukan melarang untuk mengkritik tapi kalau udah gini kan dirimu sndiri yang rugi, kalau ngak Sudi ngapain di up ngapain di post ngapain di pertontonkan, tujuan mu apa ? Biar kamu jadi bagian dari orang2 yg menghujat mereka, ngerasa Bangga gitu bisa menyebarkan luas kan ujaran kebencian",['Harassment'],Yes,"['sikap', 'arogan', 'mu', 'dan', 'kata', 'tidak', 'sudi', 'mu', 'bakal', 'lekat', 'selam', 'di', 'karya', 'mu', 'dan', 'diri', 'sendiri', 'bang', 'sangat', 'di', 'sayang', 'karya', 'bagus', 'itu', 'harus', 'redup', 'karena', 'emosi', 'saat', 'tidak', 'larang', 'untuk', 'kritik', 'tapi', 'kalau', 'sudah', 'begini', 'kan', 'diri', 'sendiri', 'yang', 'rugi', 'kalau', 'tidak', 'sudi', 'kapai', 'di', 'up', 'kapai', 'di', 'post', 'kapai', 'di', 'tonton', 'tuju', 'mu', 'apa', 'biar', 'salut', 'jadi', 'bagi', 'dari', 'orang', 'yang', 'hujat', 'mereka', 'rasa', 'bangga', 'begitu', 'bisa', 'sebar', 'luas', 'kan', 'ujar', 'benci']"
wijilasih,Alkhamdulillah........ Silahkan nikmatin tuh Si Rizki... wkwkwkw,['Denigration'],Yes,"['alhamdulillah', 'sila', 'nikmat', 'tuh', 'sih', 'rizky', 'wkwk']"
mahas1805,Rafi emang bener kamu menerima pencucian uang?,['Denigration'],Yes,"['rafi', 'memang', 'benar', 'salut', 'terima', 'cuci', 'uang']"
ernadex,"Lu dah ngerusak nama lu sendiri bro,",['Harassment'],Yes,"['kamu', 'deh', 'rusak', 'nama', 'kamu', 'sendiri', 'bro']"
emma.ouwehand,"Gak pernah denger lagu dia, bahkan tau dia aja karena Mas Kaesang. Mungkin selera musik ku kudet, mau tau lagunya kayak apa tapi GAK SUDI.",['Harassment'],Yes,"['tidak', 'pernah', 'dengar', 'lagu', 'dia', 'bahkan', 'tahu', 'dia', 'saja', 'karena', 'mas', 'kaesang', 'mungkin', 'selera', 'musik', 'ku', 'kurang', 'update', 'mau', 'tahu', 'lagu', 'seperti', 'apa', 'tapi', 'tidak', 'sudi']"
porpucine,Wkwkwkw gaya lu tengil bang jadi manusia 😂 gmne lu udha kya penyayi terkenal,['Denigration'],Yes,"['wkwk', 'gaya', 'kamu', 'tengil', 'bang', 'jadi', 'manusia', 'gimana', 'kamu', 'udah', 'kaya', 'nyanyi', 'kenal']"
synauwaaa__,Di post dong cowok nya🤭 oh iya kan malu cowo hasil apa mantemaaan……🤣,['Denigration'],Yes,"['di', 'post', 'dong', 'pria', 'nya', 'oh', 'iya', 'kan', 'malu', 'cowok', 'hasil', 'apa', 'mantemaan']"
_akhsan,musisi yang melarang karya nya didengar 🙏😂,['Denigration'],Yes,"['musisi', 'yang', 'larang', 'karya', 'nya', 'dengar']"
umyni_,perasaan kkanya bdannya ga terlalu bgtu bnget yaa🤏,['Body Shaming'],Yes,"['asa', 'kakak', 'badan', 'tidak', 'terlalu', 'begitu', 'sangat', 'iya']"
tkrproject2021,Ternyata kita lebih pinter gais😂,['Denigration'],Yes,"['nyata', 'kita', 'lebih', 'pintar', 'gais']"
muhammadsaid4914,Anya pasti gak mandi sekarang 😂,['Denigration'],Yes,"['anya', 'pasti', 'tidak', 'mandi', 'sekarang']"
azeliadina,Badan dia paha gua asli. malah besar lg paha gua 🥹🥹🥹,['Body Shaming'],Yes,"['tubuh', 'dia', 'paha', 'aku', 'asli', 'lebih', 'tepat', 'besar', 'lagi', 'paha', 'aku']"
edzylyly,bikin lagu buat didengerin demit kah bwang?,['Flaming'],Yes,"['buat', 'lagu', 'buat', 'dengar', 'demit', 'kah', 'bang']"
dumpaccaal,wkwkwk trnyata dramanya smpe ke realita yaa Cok hahah🤭,"['Denigration', 'Flaming']",Yes,"['wkwk', 'nyata', 'drama', 'sampai', 'ke', 'realita', 'iya', 'cok', 'haha']"
lindasari.fitri,"Boleh jujur gak sih aku suka liat kmu yg dulu,jadi ada bodi nya sekarang malah kecil bnget 😭😭😭",['Body Shaming'],Yes,"['boleh', 'jujur', 'tidak', 'sih', 'aku', 'suka', 'lihat', 'kamu', 'yang', 'dulu', 'jadi', 'ada', 'tubuh', 'nya', 'sekarang', 'lebih', 'tepat', 'kecil', 'sangat']"
nik_keeen,welcome to momong ponakan 🤣,['Denigration'],Yes,"['selamat', 'datang', 'tapi', 'jaga', 'keponakan']"
dsftrrnn,JANGAN SAMPE KENA GIGI YA DOS🙏😭,['Body Shaming'],Yes,"['jangan', 'sampai', 'kenal', 'gigi', 'iya', 'dos']"
damay4106_,"Lagu politik agama politik budaya politik hidup dipenuhi dengan politik maaf udah pernah make lagu nya, ngeri gak sudi😱",['Harassment'],Yes,"['lagu', 'politik', 'agama', 'politik', 'budaya', 'politik', 'hidup', 'penuh', 'dengan', 'politik', 'maaf', 'sudah', 'pernah', 'pakai', 'lagu', 'nya', 'ngeri', 'tidak', 'sudi']"
meiliane_fransiska,Hallahhh palingan cuma tenar di satu lagu doang lu bang ntr jga ilang kabarnya wkwkwk,['Harassment'],Yes,"['hallahh', 'paling', 'hanya', 'kenal', 'di', 'satu', 'lagu', 'doang', 'kamu', 'bang', 'entar', 'juga', 'hilang', 'kabar', 'wkwk']"
reebirth33,"Kurang gede, gak pass...",['Body Shaming'],Yes,"['kurang', 'besar', 'tidak', 'pas']"
staardiy,ko ga klarifikasi si smpe skrg? bener ya celingkuh? wkwk,['Denigration'],Yes,"['kok', 'tidak', 'klarifikasi', 'sih', 'sampai', 'sekarang', 'benar', 'iya', 'selingkuh', 'wkwk']"
makdin17,Gak semua turunan bule tuh cakep yak?,['Body Shaming'],Yes,"['tidak', 'semua', 'turun', 'bule', 'tuh', 'cakep', 'iya']"
rendii_dc,Bastian kan sangean wkwk,['Denigration'],Yes,"['bastian', 'kan', 'sangean', 'wkwk']"
mami_alyaa,"Nangis2 minta maaf!!! 
Dan heranya di komen sebelah kenapa dah malah pengen peluk erat!! Diih giliran dia pake cadar ga lo peluk?? 
Makin kesini CIRCLE nya makin sok IYE","['Flaming', 'Harassment']",Yes,"['menang', 'minta', 'maaf', 'dan', 'hanya', 'di', 'komentar', 'belah', 'mengapa', 'deh', 'lebih', 'tepat', 'ingin', 'peluk', 'erat', 'dih', 'gilir', 'dia', 'pakai', 'cadar', 'tidak', 'kamu', 'peluk', 'makin', 'kesini', 'circle', 'nya', 'makin', 'sok', 'iya']"
agnes_rraddivva,Geli geli basah y wkwkwkwwk..,['Denigration'],Yes,"['geli', 'geli', 'basah', 'iya', 'wkwk']"
neng_ndha08,Tapi aku kurus gt di sangka gak bahagia we😭😭,['Body Shaming'],Yes,"['tapi', 'aku', 'kurus', 'begitu', 'di', 'sangka', 'tidak', 'bahagia', 'kami']"
sintyapadjie,"Udah pril, jgn lagi lagi kurus nyaa 😭",['Body Shaming'],Yes,"['sudah', 'prilly', 'jangan', 'lagi', 'lagi', 'kurus', 'nya']"
sofisakti,"Badannya kecil, kepalanya besar. Kurang proporsional menurutku. Tp kl menurutnya bagus ya gak apa sih",['Body Shaming'],Yes,"['badan', 'kecil', 'kepala', 'besar', 'kurang', 'proposional', 'turut', 'tapi', 'kalau', 'turut', 'bagus', 'iya', 'tidak', 'apa', 'sih']"
gabyaluy,""" gak Sudi "" cuiihhh makan tuh gak Sudi",['Harassment'],Yes,"['tidak', 'sudi', 'cuiihh', 'makan', 'tuh', 'tidak', 'sudi']"
ppieio,najis udh jelek pelakor lagi,"['Body Shaming', 'Flaming']",Yes,"['najis', 'sudah', 'jelek', 'pelakor', 'lagi']"
dfrzyt,Awal mula kehancuran adalah......,['Harassment'],Yes,"['awal', 'mula', 'hancur', 'adalah']"
dian.dra8867,"ga ush ciptain lagu bro kalo lo ga mau lagu lo di denger dan di update org2 😂 norak lo anjing,musisi baru top juga 😂 syeetaaan","['Flaming', 'Harassment']",Yes,"['tidak', 'usah', 'cipta', 'lagu', 'bro', 'jika', 'kamu', 'tidak', 'mau', 'lagu', 'kamu', 'di', 'dengar', 'dan', 'di', 'baru', 'orang', 'norak', 'kamu', 'anjing', 'musisi', 'baru', 'atas', 'juga', 'syeetaan']"
rfkiarsy,Haha artis kok fomo. Inget bang lo dpt rejeki dari yang lo hujat. Istigfhar deh bener2 ga berkah,['Harassment'],Yes,"['haha', 'artis', 'kok', 'fomo', 'ingat', 'bang', 'kamu', 'dapat', 'harta', 'benda', 'dari', 'yang', 'kamu', 'hujat', 'istighfar', 'deh', 'benar', 'tidak', 'berkah']"
jjinnoo_e,jdi kek gede kepala,['Body Shaming'],Yes,"['jadi', 'seperti', 'besar', 'kepala']"
mavitaml,Klw kampanye jgn pk embel2 mentri kali aa,['Denigration'],Yes,"['kalau', 'kampanye', 'jangan', 'pakai', 'tambah', 'tri', 'kali', 'aa']"
fadil_fadlillah,Sekrng buka usah Laundry bukan Om Crezy cream?,['Denigration'],Yes,"['sekarang', 'buka', 'perlu', 'cuci', 'tidak', 'om', 'gila', 'krim']"
hany_5206,Kecil y pingganmu kak😍😍,['Body Shaming'],Yes,"['kecil', 'iya', 'pinggan', 'kak']"
dionawaca,Dos heh dos kardooooossss,['Flaming'],Yes,"['dos', 'hey', 'dos', 'kardooss']"
ariefway_,Bukannya uang kalo dicuci jadinya lepek ya bukan bersih?,['Denigration'],Yes,"['bukan', 'uang', 'jika', 'cuci', 'jadi', 'lepek', 'iya', 'tidak', 'bersih']"
nanda_patas167,Asli otaknya eror ini orang cari panggung gak segitunya lol…,['Flaming'],Yes,"['asli', 'otak', 'error', 'ini', 'orang', 'cari', 'panggung', 'tidak', 'begitu', 'lol']"
sylvipermata,Sombong lagu b aja sok meninggi lol😂🤣,['Flaming'],Yes,"['sombong', 'lagu', 'b', 'saja', 'sok', 'tinggi', 'lol']"
wanda_haraa,Nah makanya jgn gaya gayaan 🤪🤪🤪🤭🤭,['Harassment'],Yes,"['nah', 'makanya', 'jangan', 'gaya', 'gaya']"
malf0yyyyyy,syifa diganti sma ular zaman dahulu😭,"['Body Shaming', 'Denigration']",Yes,"['syifa', 'ganti', 'sama', 'ular', 'zaman', 'dahulu']"
aq.eoagold,Ingat kodrat donk  miris banget sama berita ini 😢,['Flaming'],Yes,"['ingat', 'kodrat', 'dong', 'miris', 'sangat', 'sama', 'berita', 'ini']"
mhdftrhmn_,Maaf saya tidak sudi menerima lagumuu,['Harassment'],Yes,"['maaf', 'saya', 'tidak', 'sudi', 'terima', 'lagu', 'anda']"
debyagt04,"Sok soan fomo, baru jg 1 lagu jadi bunga bangkai dah 💩💩","['Flaming', 'Harassment']",Yes,"['sok', 'soan', 'fomo', 'baru', 'juga', 'lagu', 'jadi', 'bunga', 'bangkai', 'deh']"
devi.fahriza,"baru 18k udah belagu banget, lagu nya yang dikenal satu doang dah borro dah",['Denigration'],Yes,"['baru', 'kak', 'sudah', 'belagu', 'sangat', 'lagu', 'nya', 'yang', 'kenal', 'satu', 'doang', 'deh', 'boro', 'deh']"
sikanasikaa,Lagu Lo jelek bang sorry🙏,['Flaming'],Yes,"['lagu', 'kamu', 'jelek', 'bang', 'maaf']"
dhinabukandina,Ga perlu cantik yang penting apa kak??,['Body Shaming'],Yes,"['tidak', 'perlu', 'cantik', 'yang', 'penting', 'apa', 'kak']"
mitri_aprina,"Ooooooh yg ini, angkuh kali bang",['Flaming'],Yes,"['oh', 'yang', 'ini', 'angkuh', 'kali', 'bang']"
yogs_95,gila bastian mekanik handal😂,"['Denigration', 'Harassment']",Yes,"['gila', 'bastian', 'mekanik', 'handal']"
katrinlusianaa,Penistaan agamaaa boikottt gapantes dikasi panggung,['Harassment'],Yes,"['nista', 'agama', 'boikott', 'tidak', 'pantas', 'kasi', 'panggung']"
ernyamelia28,"Gak bisa posting kalo punya pacar hasil ngerebut? kasian banget sih lu TANTE dosma,ANI"" dosma 😆😂🤣","['Body Shaming', 'Denigration']",Yes,"['tidak', 'bisa', 'posting', 'jika', 'punya', 'pacar', 'hasil', 'rebut', 'kasihan', 'sangat', 'sih', 'kamu', 'tante', 'dosma', 'ini', 'dosma']"
fajri_mhd,Beneran terlibat kasus pencucian uang kak ?,['Denigration'],Yes,"['benar', 'libat', 'kasus', 'cuci', 'uang', 'kak']"
_widianna,Klo ia selingkuh sama yg ini aduh selernya turun daru syfa hadju ke dosma😭 si rizky redflag bngt jdi cwo,['Denigration'],Yes,"['kalo', 'dia', 'selingkuh', 'sama', 'yang', 'ini', 'aduh', 'jual', 'turun', 'dari', 'syifa', 'hadju', 'ke', 'dosma', 'sih', 'rizky', 'redflag', 'sangat', 'jadi', 'cowok']"
dwiyandaf,"Eh belum di proses , apa kabar tentang penistaan kemarin ?",['Denigration'],Yes,"['eh', 'belum', 'di', 'proses', 'apa', 'kabar', 'tentang', 'nista', 'kemarin']"
felixvanbeethoven,"Lagu gak enak ae kakean kecot, seng paleng merasa top ngunu ta lagumu iku mas??",['Flaming'],Yes,"['lagu', 'tidak', 'enak', 'saja', 'banyak', 'kecut', 'yang', 'paling', 'rasa', 'atas', 'ngunu', 'ta', 'lagu', 'itu', 'mas']"
rahmadi_yusuf012,Owallah....😮bersama gank tersandra kpk....,['Denigration'],Yes,"['owalah', 'sama', 'geng', 'sandera', 'kpk']"
amkas_99,Bang lagumu bagus tapi lebih bagus lagi kalo diam 😂,['Harassment'],Yes,"['bang', 'lagu', 'bagus', 'tapi', 'lebih', 'bagus', 'lagi', 'jika', 'diam']"
cnsdd_16,Ini g sempakan kah?,['Harassment'],Yes,"['ini', 'tidak', 'celana', 'dalam', 'kah']"
lucrywhend,kismin ilmu sayang sekali kaga tau kodrat ya😂,['Flaming'],Yes,"['miskin', 'ilmu', 'sayang', 'sekali', 'kagak', 'tahu', 'kodrat', 'iya']"
lowbudgedtraveller,"minimal sadar diri aja, badan sama muka spek brimob gegayaan make cadar. HARGAI PERBEDAAN BUKAN PENYIMPANGAN.",['Body Shaming'],Yes,"['minimal', 'sadar', 'diri', 'saja', 'tubuh', 'sama', 'wajah', 'spek', 'brimob', 'gaya', 'pakai', 'cadar', 'harga', 'beda', 'tidak', 'simpang']"
navir_mai,Misuh oleh opo ora jane lk d sosmed iki yo😤😤😤 cangkeme ngomong GAK SUDI iku looohhhh 🤮 udah terkenal banget deck??! 🤣🤣🤣🤣,['Flaming'],Yes,"['misuh', 'oleh', 'apa', 'tidak', 'jane', 'laki', 'ada', 'media', 'sosial', 'iki', 'iya', 'mulut', 'bicara', 'tidak', 'sudi', 'itu', 'loohh', 'sudah', 'kenal', 'sangat', 'dek']"
_iniical,"Kesini cuma mao coment ""Dihhhh, Najongggggggg""",['Flaming'],Yes,"['kesini', 'hanya', 'mau', 'komen', 'dih', 'najongg']"
kyliewoonnn,Kenapa gacocok kurus karena kepala prily itu besar,['Body Shaming'],Yes,"['mengapa', 'tidak', 'cocok', 'kurus', 'karena', 'kepala', 'prilly', 'itu', 'besar']"
suenscreen,kocakkk lu boti menistakan agama,['Flaming'],Yes,"['kocakk', 'kamu', 'bot', 'nista', 'agama']"
akbarraizx,Ttd we mrinding anjay,['Harassment'],Yes,"['ditandatangani', 'kami', 'merinding', 'anjay']"
jsvlynn,Sesombong & secongkak itu ternyata tidak ada yg abadi bro di dunia ini.. karma juga pasti anda rasakan mohon camkan itu,"['Flaming', 'Harassment']",Yes,"['sombong', 'congkak', 'itu', 'nyata', 'tidak', 'ada', 'yang', 'abadi', 'bro', 'di', 'dunia', 'ini', 'karma', 'juga', 'pasti', 'anda', 'rasa', 'tolong', 'cam', 'itu']"
tamagogreen,muka nya tuir amat sih,['Body Shaming'],Yes,"['wajah', 'nya', 'tua', 'sangat', 'sih']"
walikotalivik,Menyala di neraka om🔥 Shame on you kaum pelangi!!! 👎🏻👎🏻👎🏻,['Harassment'],Yes,"['nyala', 'di', 'neraka', 'om', 'malu', 'pada', 'kamu', 'kaum', 'pelangi']"
inisarii_1008,wah ada perebut pacar orang nih,['Denigration'],Yes,"['wow', 'ada', 'rebut', 'pacar', 'orang', 'ini']"
pb.nbc,"Itu mentri yg olok² sholat kemarin kan,,.",['Denigration'],Yes,"['itu', 'tri', 'yang', 'olok', 'shalat', 'kemarin', 'kan']"
unsrdayee,cinlok di bidadari surgamu kekny 😂,['Denigration'],Yes,"['cinta', 'lokasi', 'di', 'bidadari', 'surga', 'seperti']"
alik.a6276,Lebih baik stop a' jangan ikut kampanye biar aman gak di jelek jelekan orang lain,['Denigration'],Yes,"['lebih', 'bagus', 'henti', 'a', 'jangan', 'ikut', 'kampanye', 'biar', 'aman', 'tidak', 'di', 'jelek', 'jelek', 'orang', 'lain']"
_erinaanr,"Kasian kalo Lo ga dinikahin"" dari hasil rebutan pacar orang😂",['Denigration'],Yes,"['kasihan', 'jika', 'kamu', 'tidak', 'dinikahin', 'dari', 'hasil', 'rebut', 'pacar', 'orang']"
mumuuzayn,Gw bukan fans cipa atao rizky ya.. Tp gw cm mau bilang. Mba dos jgn suka ambil2 hak2 org nnti bisa diperlakukan sebaliknya loh. But thanks lwt lu cipa lgsg run.. Samaat mba dos ya brg risky ciyee😂,['Denigration'],Yes,"['aku', 'tidak', 'fan', 'syifa', 'atau', 'rizky', 'iya', 'tapi', 'aku', 'cuma', 'mau', 'bilang', 'mbak', 'dos', 'jangan', 'suka', 'ambil', 'hak', 'orang', 'nanti', 'bisa', 'laku', 'balik', 'loh', 'tetapi', 'terima', 'kasih', 'lewat', 'kamu', 'syifa', 'langsung', 'lari', 'samaat', 'mbak', 'dos', 'iya', 'bareng', 'rizky', 'cie']"
aiiuarkha5,Engga slh ky sama yg beginian 😂😂,['Denigration'],Yes,"['tidak', 'salah', 'kaya', 'sama', 'yang', 'begini']"
elizasyam8_,Ko bisa ada laki laki ga malu pake cadar? Laki kn lu?,['Flaming'],Yes,"['kok', 'bisa', 'ada', 'pria', 'pria', 'tidak', 'malu', 'pakai', 'cadar', 'pria', 'kan', 'kamu']"
ratuu_bil,"Pingin tenar sok2an dulu, mantab marketingnya iki..😂",['Denigration'],Yes,"['ingin', 'kenal', 'sok', 'dahulu', 'mantap', 'pasar', 'iki']"
cikaapriliazain,"WANDA GILING, minimal setara kan otak sama tingkah laku😡",['Flaming'],Yes,"['wanda', 'giling', 'minimal', 'tara', 'kan', 'otak', 'sama', 'perilaku', 'laku']"
rentalmobilbalikpapan.kaltim,GK mungkin ad dugaan. kalau gak ada yg mencurigakan. @ppatk_indonesia liat ni org ni. 🤭,['Denigration'],Yes,"['tidak', 'mungkin', 'ada', 'duga', 'kalau', 'tidak', 'ada', 'yang', 'curiga', 'lihat', 'ini', 'orang', 'ini']"
ramdaniadipratama,Baru lagu ini yg viral dah blagu. fakkatagwteh🤣,['Flaming'],Yes,"['baru', 'lagu', 'ini', 'yang', 'viral', 'deh', 'belagu', 'fuck', 'kata', 'saya']"
aneulazio,lagunya bagus tapi yang punya harusnya udah pupus,['Harassment'],Yes,"['lagu', 'bagus', 'tapi', 'yang', 'punya', 'harus', 'sudah', 'pupus']"
ameliaistianaa_,Si paling tidak sudi 😂😂😂,['Denigration'],Yes,"['sih', 'paling', 'tidak', 'sudi']"
riopagasta,usaha laundry sekarang ya lek ?,['Denigration'],Yes,"['usaha', 'cuci', 'sekarang', 'iya', 'kalu']"
imo_bew,lagu jelek aja sombong amat😂 untung gw gak suka lagu lu😂😂😂😂,['Harassment'],Yes,"['lagu', 'jelek', 'saja', 'sombong', 'sangat', 'untung', 'aku', 'tidak', 'suka', 'lagu', 'kamu']"
mrizkijkc89,"Gitu pakek CD,bh gak",['Harassment'],Yes,"['begitu', 'pakai', 'celana', 'dalam', 'bh', 'tidak']"
p.kasidi10,Laura lanang ora wedok ora😂😂😂,['Denigration'],Yes,"['laura', 'laki', 'tidak', 'perempuan', 'tidak']"
bing.2gd,"cuma mau ngasih tau,tolong manfaatkan tulisan unfollow dan unsubs,kasian masa di cuekin🗿😢",['Harassment'],Yes,"['hanya', 'mau', 'asih', 'tahu', 'tolong', 'manfaat', 'tulis', 'henti', 'ikut', 'dan', 'kasihan', 'waktu', 'di', 'cuek']"
