username,text,dominant_label,binary_label,tokenized_comment
hoer_99,Wkwkwk... Fans gorong2 pada ngumpul disini rupanya... 🤣,['Denigration'],Yes,"['wkwkwk', 'fan', 'belum', 'kumpul']"
crysstarla,Berasa paling terkenal lu bangsat,"['Flaming', 'Harassment']",Yes,"['asa', 'kenal', 'bangsat']"
imkiiygt,"Kesiniii karena ga sudi🤣🤣 bang, bang..beneran ini gw baru tau lagu Lo dan tampang Lo bang... Gosah sombong angkuh2 bgt JD orang bang... Ntar Lo nyungsep, meweekk Lo bang🤣🤣","['Flaming', 'Harassment']",Yes,"['kesini', 'tidak', 'sudi', 'bang', 'bang', 'beneran', 'lagu', 'lo', 'lihat', 'lo', 'bang', 'gosah', 'sombong', 'angkuh', 'banget', 'orang', 'bang', 'entar', 'lo', 'nyungsep', 'melek', 'lo', 'bang']"
nazra.rich,Harusnya jangan kekantor Raffi yg Uda punya nama besar. Ada kepentingan apa juga kesana klo gak kampanye jg. Tuuh banyak UKM yg merintis knp gak kesana live shoping bareng UKM kecil.. ada kepentingan apa ke kantor rafii yg Uda terkenal sultan??? Ada apa dibalik semuanya?? Knp pas ada acara mau pemilu ??,['Denigration'],Yes,"['kantor', 'raffi', 'sudah', 'nama', 'penting', 'kalo', 'tidak', 'kampanye', 'tuh', 'ukm', 'rintis', 'tidak', 'hidup', 'belanja', 'ukm', 'penting', 'kantor', 'rafi', 'sudah', 'kenal', 'sultan', 'balik', 'kanan', 'program', 'milu']"
vikarelchapo,"yg tengah yg bilang sholat atahiatul pake dua jari tuh , penistaan tuh ngmng gitu !",['Flaming'],Yes,"['bilang', 'doa', 'atahiatul', 'pakai', 'jari', 'tuh', 'nista', 'tuh', 'omong']"
alfinrizkipermana,"Sumpah aku baru tau ada lagu ini🙏😢,",['Denigration'],Yes,"['sumpah', 'lagu']"
fbynarika__,"Sumpah bang gua ga kenal lu, dan gua ga sudi juga denger lagu lu 😭 🙏",['Harassment'],Yes,"['sumpah', 'bang', 'gua', 'tidak', 'gua', 'tidak', 'sudi', 'dengar', 'lagu']"
melinamell4,Kak percaya deh sok kakak bagi bagi hadia  pasti yg ngehina pada ikutan kuis 😂😂😂🙏.. disitulah pasti malu nya ketauan 😂😁,['Neutral'],No,"['sis', 'deh', 'megah', 'kakak', 'padia', 'hina', 'ikut', 'kuis', 'situ', 'malu', 'milik', 'tau']"
firmansyah_jaka9,"Akhir nya yg d tunggu""..😍",['Neutral'],No,"['milik', 'tunggu']"
tresella2021,"Abis dari Celia, Syifa....GK bisa nyari yg cakepan dikit lu... Kiii","['Body Shaming', 'Denigration']",Yes,"['habis', 'celia', 'syifa', 'tidak', 'cari', 'cakep', 'kii']"
sfrhyra,doz.. makasih yaaaaa dah ambil rizky.. hahahaha tengkyu bgt akhirnya cipa bisa tersadarkan dan bisa dapet yg sesuai sama value nya cipa ❤️,['Denigration'],Yes,"['doz', 'terima', 'kasih', 'ya', 'selamat', 'tinggal', 'ambil', 'rizky', 'hahaha', 'tengkyu', 'banget', 'cipa', 'sadar', 'sesuai', 'nilai', 'milik', 'cipa']"
hola.wulanafril21,Yaampun iky cocok lah buat lu😂😂😂,['Neutral'],No,"['ya', 'ampun', 'rizky', 'cocok']"
adiralin95,Baru gtuh ajh blagu luh..!!! Jgn SOK KEREN luh.. mikir bodoh sebelum bertindak..!! Cukup Allah sebagai pembalas bagi kaum2 orng SoMBOnG seperti elu..!!,['Flaming'],Yes,"['lagu', 'megah', 'keren', 'mikir', 'bodoh', 'tindak', 'allah', 'balas', 'rakyat', 'orang', 'sombong', 'suka']"
maning_manin9,peh mobile jan sultan 😍,['Neutral'],No,"['peh', 'mobile', 'sultan']"
ditooooooooooooio,Cakep bgt ayang aku,['Neutral'],No,"['cakep', 'banget', 'ayang']"
meyydaa_00,Gimana bastian ga tergila gila ya org mantep gitu😭,"['Denigration', 'Harassment']",Yes,"['bastian', 'tidak', 'gila', 'gila', 'ya', 'orang', 'mantap']"
isrinasyifah,Dos wedos eh dosma makasih ya sudah ngrebut Rizky.. soalnya aku seneng kalo cipa pacaran sama el😍,"['Body Shaming', 'Denigration']",Yes,"['dos', 'wedos', 'eh', 'dosma', 'terima', 'kasih', 'ya', 'sudah', 'rebut', 'rizky', 'senang', 'cipa', 'pacar', 'el']"
ranggehnurfakhih,Dihh Ogah banget dengerin lagu lu bang bikin sesek kupinggg!!,['Harassment'],Yes,"['dih', 'enggan', 'banget', 'dengar', 'lagu', 'bang', 'sek', 'kupingg']"
_nhhaleeda.49_,"@wanda_haraa kembali ke kodrat anda segera sebelum malaikat maut menjemput. Allah Maha Pengampun selama hambaNya ada usaha untuk kembali dan bertaubat kpd Allah. Ingat, alam kubur sangat lama sampai hari dibangkitkan jangan merasa aman dan selamat dari siksa kubur",['Neutral'],No,"['alam', 'malaikat', 'mati', 'jemput', 'allah', 'maha', 'kam', 'hamba', 'bisnis', 'taubat', 'allah', 'alam', 'makam', 'bangkit', 'aman', 'selamat', 'siksa', 'makam']"
arisk89,LAGU TAEKK KAKEAN POLA COK,['Flaming'],Yes,"['lagu', 'tahi', 'kakean', 'pola', 'cok']"
bang_pakpahan2,"Wandaa tetap ada batasan loh ya..meski bensyiong ttp tau kodratt jg say..,hehe",['Flaming'],Yes,"['wanda', 'batas', 'loh', 'yameski', 'bencong', 'kodratt', 'sayhehe']"
ntg.twond,KAK PRILLY TOLONG DONG BAGI2 TIPS DIET NYAAA 😭,['Neutral'],No,"['sis', 'prilly', 'bantu', 'tips', 'diet', 'nya']"
irumayul,"Rencana kalau ada konser mu di kota ku, aku mau nonton. Dan ternyata orangnya sombong ga jadi ku batalkan rencanaku",['Harassment'],Yes,"['rencana', 'konser', 'milik', 'kota', 'ku', 'tonton', 'orang', 'sombong', 'tidak', 'ku', 'batal', 'rencana']"
bornfreeeonekiss2,Ini asli kan ya bukan editan badanya bagus sekali ily 😍,['Neutral'],No,"['asli', 'ya', 'tidak', 'edit', 'bada', 'bagus', 'ily']"
litlethaa,tau gaj sih temen gw tuh pernah rebut cowo gua sekarang eh dia janda dua kali menyala karma🔥🤣,['Denigration'],Yes,"['tidak', 'sih', 'teman', 'tuh', 'rebut', 'cowok', 'gua', 'eh', 'janda', 'kali', 'nyala', 'karma']"
oskar_ama08,Berasa artis legend aja lo .aaa pinggiran bisul njs!,['Flaming'],Yes,"['asa', 'artis', 'legenda', 'lo', 'a', 'a', 'pinggir', 'bisul', 'najis']"
hendrikojanu_,Centang biru aja blm uda belagu,['Flaming'],Yes,"['centang', 'biru', 'belum', 'sudah', 'belagu']"
mona.indann,"Padahal di caption yg lain tertulis ""jadi milik kalian semua"", kok malah gitu?😮‍💨",['Neutral'],No,"['terang', 'tulis', 'mil', 'tepat']"
wahiduyee12,Semangat a walaupun lg rame d luar insya allah selalu.lancar,['Neutral'],No,"['roh', 'a', 'ramu', 'sedia', 'tuhan', 'allah', 'seldacar']"
called911.nata,Kak? Aku lagi megang mie instan lho skrg:((( refleks gak jadiii🥺🥺,['Neutral'],No,"['sis', 'pegang', 'mie', 'instan', 'loh', 'refleks', 'tidak']"
rvnclwyay_s,bisa yaa dengan sadar circlenya biarin 😭,['Neutral'],No,"['ya', 'sadar', 'circlenya', 'biar']"
lilissytwti,Kesini gara gara ada berita gosip sebelah,['Neutral'],No,"['kesini', 'gara', 'gara', 'berita', 'gosip', 'belah']"
lookalike_youu,Album ke berapa ni? Udah manggung sampe luar angkassa ya? Makanya berasa tinggi banget ga napak bumi🤣,['Denigration'],Yes,"['album', 'nih', 'sudah', 'dokar', 'angkasa', 'ya', 'asa', 'banget', 'tidak', 'napak', 'bumi']"
mrtsoleha_,Ayooo semuaa Unfollow. Gak faedah banget lagunya. Mending baguss. Gak enak di dengerrr. 🤯🤯🤯🤯 Serasa mledak otak gua. Awal nya gak tau. Gara2 sekelas Kaesang pake lagu dia gua jadi tau. Orang angkuh sombong. Gak pantes jadi apapun!!!!🔥,"['Flaming', 'Harassment']",Yes,"['ayo', 'henti', 'ikut', 'tidak', 'faedah', 'banget', 'lagu', 'bagus', 'tidak', 'bagus', 'dengerr', 'ledak', 'otak', 'gua', 'milik', 'tidak', 'gara', 'kelas', 'kaesang', 'pakai', 'lagu', 'gua', 'orang', 'angkuh', 'sombong', 'tidak', 'apa']"
tasya.ananda99,owh ini si taik yang laginya gak boleh dipake?? 😂😂,['Flaming'],Yes,"['oh', 'si', 'tahi', 'lagi', 'tidak', 'pakai']"
febriadipancasena,"jualan cilok aja ,, gausah jadi penyanyi kalo masih pilih"" org buat denger lagu lu",['Harassment'],Yes,"['jual', 'cilok', 'tidak', 'nyanyi', 'pilih', 'orang', 'dengar', 'lagu']"
shincarolyn,Ini artis apa ya? Ga pernah tau.,['Neutral'],No,"['artis', 'ya', 'tidak']"
callme.oks,bisa ni di pakek sampai late game 😂,['Harassment'],Yes,"['nih', 'pakai', 'lambat', 'main']"
ziidan.man,Tiba tiba jd Chun-Li tuh,['Neutral'],No,"['chunli', 'tuh']"
amelliyaaaa_solikha_,Abis lari cepet terbitlah😂,['Neutral'],No,"['habis', 'lari', 'cepat', 'terbit']"
donwsthy,"sakit ni org, boro” ada klarifikasi minta maaf sama kelakuan yg dibuat🤭",['Flaming'],Yes,"['sakit', 'nih', 'orang', 'klarifikasi', 'maaf', 'laku']"
ivan_xiosan,Si paling ok . Sekelas dewa 19 aja GK ribet bro. Sadar diri aja dh.,['Denigration'],Yes,"['si', 'oke', 'kelas', 'dewa', 'tidak', 'rumit', 'kawan', 'sadar', 'dah']"
suhara.empong,Kita tetap memilih pemimpin yang mencintai rakyat a rafi,['Neutral'],No,"['pilih', 'pimpin', 'cinta', 'rakyat', 'a', 'rafi']"
arvptr,Alhamdulillah ga ada komen cowoku disini. ‘krna emg ga punya cowo’hhe,['Neutral'],No,"['alhamdulillah', 'tidak', 'komentar', 'pria', 'tidak', 'boyhhe']"
adhityaalqadri__,Wawan skin darting star 🙌,['Neutral'],No,"['wawan', 'kulit', 'kencang', 'bintang']"
yahyafatory,Setingginya tupai melompat pasti akan jatuh jua,['Neutral'],No,"['setinggi', 'tupai', 'lompat', 'jatuh']"
yusna.setiady,Kerennn bangett si piyiii🫵🏻🫶🏻,['Neutral'],No,"['keren', 'banget', 'si', 'piyii']"
azhar.cakrawinata,Jadi jijik gw sm lagu lo,['Harassment'],Yes,"['jijik', 'lagu', 'lo']"
dfrdand,"Asalnya suka bgt lagu dia, tp skrg ga Sudi bgt denger lagu nya. Muakk",['Harassment'],Yes,"['asal', 'suka', 'banget', 'lagu', 'tidak', 'sudi', 'banget', 'dengar', 'lagu', 'milik', 'milkk']"
sephia_vlntina,Jd nyesel makan indomie 2 bungkus😭,['Neutral'],No,"['sesal', 'makan', 'indomie', 'bungkus']"
jupellendriaa,Lu kalau ga mau di dengarin atau di pake lagu lu tinggal lu tarik lagunya dari instagram😂 pansos bgt nie trik marketing supaya lagunya naik🤣🤣🤣🤣🤣,['Denigration'],Yes,"['tidak', 'dengar', 'pakai', 'lagu', 'tinggal', 'tarik', 'lagu', 'instagram', 'panjat', 'sosial', 'banget', 'tipu', 'pasar', 'lagu']"
mini.gold16,Perjuangan itu memang ga mudah semangat mas rio tetaplah di jalan yang benar,['Neutral'],No,"['juang', 'tidak', 'mudah', 'roh', 'mas', 'rio', 'tetap', 'jalan']"
elsatrianaa15,Mari kita unfollow dia guys.. jgn kasih panggung lg ni orang.,['Harassment'],Yes,"['biar', 'henti', 'ikut', 'guys', 'cinta', 'panggung', 'nih', 'orang']"
leni_alvionita,A' .. bisnis laundry apa kabar,['Denigration'],Yes,"['a', 'bisnis', 'cuci', 'berita']"
hasun.ningrat,Chahaha berlindung nutupin kasus pencucian uang😂😂😂,['Denigration'],Yes,"['chahaha', 'lindung', 'tutup', 'cuci', 'uang']"
ajibnotonegoro,"Ganti aja judulnya ""bunga belaguu""",['Flaming'],Yes,"['ubah', 'judul', 'bunga', 'bealgu']"
fadilahdestiaramona,Cantikk bangett kak body goals inii😍🔥🔥,['Neutral'],No,"['cantik', 'banget', 'sis', 'tubuh', 'ideal']"
4sehat5sempurna___,Dih gk sudi woy,['Harassment'],Yes,"['tidak', 'sudi', 'hai']"
chiaowzy,Nagita foto merem aja cakep,['Neutral'],No,"['nagita', 'foto', 'rem', 'cakep']"
gin_ar13,Kekecilan nga si kak,['Body Shaming'],Yes,"['kecil', 'tidak', 'si', 'sis']"
myonwib,Lagu mu gak enak menurut saya🤣 GAK USAH BIKIN DAN CIPTAIN LAGU KLO GAK BOLEH DIDENGER SAMA ORANG!,['Harassment'],Yes,"['lagu', 'milik', 'tidak', 'bagus', 'tidak', 'upaya', 'cipta', 'lagu', 'kalo', 'tidak', 'daftar', 'orang']"
serlyikhtiari,lebih cantik syifa bgt anjir😭,['Body Shaming'],Yes,"['cantik', 'syifa', 'banget', 'anjir']"
queensha_az66,Hmm mendalami peran sampai dunia nyata ya namira🤭,['Denigration'],Yes,"['hm', 'dalam', 'peran', 'dunia', 'nyata', 'ya', 'namira']"
srihandayani8406,Ini sih kurus kering namanya😫😫😫,['Body Shaming'],Yes,"['sih', 'kurus', 'kering', 'nama']"
violynny_,di tunggu lari bareng msglow nya lagi pak,['Neutral'],No,"['tunggu', 'lari', 'ms', 'glow', 'milik', 'emas']"
_dearlyrindy_,KAK FEED INI KOMENTAR NYALUPA DI BATASI YA? 🤭,['Neutral'],No,"['sis', 'feed', 'komentar', 'nya', 'lupa', 'batas', 'ya']"
nenggeulisvivo,Ihh gemoy kali lah gakuaat ❤️🔥,['Neutral'],No,"['ih', 'lucu', 'kali', 'tidak', 'kuat']"
rdesi1128,"Kak kalau bisa jgan kurus"" ya kak🙏❤️",['Body Shaming'],Yes,"['sis', 'kurus', 'ya', 'sis']"
nadelyaa,"Aku pernah sekurus itu kak, tapi muka jadi gak simetris, gimana caranya badan kurus tapi muka simetris 🥹",['Neutral'],No,"['kurus', 'sis', 'maju', 'tidak', 'simetris', 'tubuh', 'kurus', 'maju', 'simetris']"
wulandaritursia,Bb aku 45 di bilang kurus banget,['Neutral'],No,"['bb', 'bilang', 'kurus', 'banget']"
ananta.bridalartistry,Dri atas sampe bawah nyari komenan laki gua 😂,['Neutral'],No,"['rendah', 'cari', 'komentar', 'pria', 'gua']"
riskasabrinamalau,Tinggi prilly berapa ya?,['Neutral'],No,"['prilly', 'ya']"
kimpuyyyy,"Cape2 kerja 24 jam, masuk artis termahal, usaha dimana2, di gaji yutub eeh beda pilihan dikata pencucian uang.. yg bener ajaaaa, rugi dong 🤣",['Neutral'],No,"['capek', 'jam', 'masuk', 'artis', 'mahal', 'bisnis', 'mana', 'gaji', 'youtube', 'eh', 'beda', 'pilih', 'kata', 'cuci', 'uang', 'rugi']"
wendysscrtt,KOMUK U KEK MO BRSIN TP GJD,['Body Shaming'],Yes,"['muka', 'kayak', 'otak', 'tidak']"
elshanumnouren_,Kirain maestro bang tau nya masih kacangan baru 1 lagu belagu bener,['Flaming'],Yes,"['maestro', 'bang', 'milik', 'kacang', 'lagu', 'belagu']"
sbsberli,"Cantikan syifa ternyata, jauhhh wkwkwk skipp",['Body Shaming'],Yes,"['cantik', 'syifa', 'wkwkwk', 'skipp']"
stisusnty,Ihh ituu ada mami nya ka dave stanley ya?,['Neutral'],No,"['ih', 'mami', 'milik', 'kak', 'dave', 'stanley', 'ya']"
maria.alsuryani,Cangtip banged mbak prill aww😍,['Neutral'],No,"['cangtip', 'banget', 'kak', 'prilly', 'aw']"
dewiayua.k.p,Orang pinterr dan berduitt masa pilih yg nabrak aturan MKmkmk😂,['Denigration'],Yes,"['orang', 'pinter', 'uang', 'pilih', 'tabrak', 'atur', 'mkmkmk']"
hermit_kamali,"Mau coment,takut ada cctv",['Neutral'],No,"['komen', 'takut', 'cctv']"
anugrahfitrii,"Mantappp banggg semangat untuk selalu berkarya tidak semua berjalan dengan lancar, mulus dan sempurna pasti ada aja rintangan nya jangan sampai berhenti berkarya. 🔥🔥🔥🔥🔥🙏",['Neutral'],No,"['mantap', 'bang', 'roh', 'karya', 'tidak', 'jalan', 'fasih', 'mulus', 'sempurna', 'rintang', 'milik', 'henti', 'karya']"
meliya_16,Cantik banget ka @prillylatuconsina96 😍,['Neutral'],No,"['cantik', 'banget', 'kak']"
selynovanti,Cocok deh pemerannya jadi selingkuhan😂,['Denigration'],Yes,"['cocok', 'deh', 'per', 'selingkuh']"
rsmnsftr_,Menormalisasikan semua jenis dan bentuk pakaian salah besar bnget 😭,['Neutral'],No,"['normalisasi', 'jenis', 'bentuk', 'pakai', 'salah', 'banget']"
sucihdy_3,langsung pada ngacir hahaha,['Neutral'],No,"['langsung', 'ngacir', 'ha', 'ha', 'ha']"
evanomakatita,Siksa aku mba anya😂,['Neutral'],No,"['siksa', 'mbak', 'anya']"
last_trii84,Kurus bangett sekarang kaak😢,['Body Shaming'],Yes,"['kurus', 'banget', 'kak']"
shinta_effendi,"rio clappy siapa tah? lagunya sehits afgan, NOAH???",['Neutral'],No,"['rio', 'clappy', 'teh', 'lagu', 'hits', 'afgan', 'nuh']"
antish_collection,"Hirup ulah gede hulu,beusi teu asup helem 🙃",['Harassment'],Yes,"['inhalasi', 'tantrum', 'hulubeusi', 'teu', 'asup', 'hem']"
bhii777779,Balik ke kodrat lu ga !!,['Neutral'],No,"['alam', 'tidak']"
danisamonika,@anankharisma_ lagi bayangin cancut nya dlu,['Harassment'],Yes,"['bayang', 'batal', 'milik']"
_mriadn,Ayo kita diet @risky.frtna 😭🤣,['Neutral'],No,"['ayo', 'diet', 'frtna']"
yuda_gomedov,PADAHAL LAGU LU ENAK NYA CUMAN BAGIAN.... UUUUUOOOOHHH 😂😂😂😂,['Neutral'],No,"['lagu', 'bagus', 'milik', 'uuoohh']"
deasyarianty,Kasian banget dapat second😂😂😂.,['Denigration'],Yes,"['kasihan', 'banget']"
andi_prasetiyo01,Blm terkenal udh belagu 😢,['Flaming'],Yes,"['belum', 'kenal', 'sudah', 'belagu']"
koniko______,biar dapetnya cowo orang hrs gatel dulu ga si🤪🤪,"['Denigration', 'Flaming']",Yes,"['biar', 'dapat', 'cowok', 'orang', 'gatel', 'tidak', 'si']"
petrolhead_vroom,Pace itu orang papua,['Neutral'],No,"['laju', 'orang', 'papua']"
tanialole,Go publik dong sama yg onoh😂,['Denigration'],Yes,"['pergi', 'publik', 'sono']"
wynggytadfy,Ngantuk banget mama gigi,['Neutral'],No,"['antuk', 'banget', 'mama', 'gigi']"
berni_riben,Aku kangen prilli yg dulu 😭,['Neutral'],No,"['rindu', 'prilli']"
rahmat.world19,"Tolong temen2 nya kalau mau ikut kajian otaknya di pake dulu,ini agama bukan mainan 
Buat abang @wanda_haraa  hidup didunia hanya sementara,jadi jangan sekali kali bermain main dgn agama",['Flaming'],Yes,"['bantu', 'teman', 'milik', 'kaji', 'otak', 'pakai', 'awin', 'agama', 'tidak', 'main', 'kakak', 'hidup', 'dunia', 'kali', 'main', 'main', 'agama']"
fujimiahiroyaa,Moga cewek gw ga liat ini...btw anyaaa😭😭❤️,['Neutral'],No,"['harap', 'gadis', 'tidak', 'lihat', 'omong', 'anaaa']"
meilia_arifin93,Baru aja tenar padahal😭,['Neutral'],No,['kenal']
tenry_rua,Berlindung karna punya kasus. Wadidauu,['Denigration'],Yes,"['lindung', 'wadidaw']"
ratna_ayu03,Spill pacarnya dong wkwkwk,['Neutral'],No,"['tumpah', 'pacar', 'wkwkwk']"
sitamwln_,gua juga gak sudi denger lagu lo,['Harassment'],Yes,"['gua', 'tidak', 'sudi', 'dengar', 'lagu', 'lo']"
rizky.4721,Jangan buat lagu lgi deh kalau membatasi pendengar aneh banget gk cocok juga jdi musisi lu,['Harassment'],Yes,"['lagu', 'deh', 'batas', 'dengar', 'aneh', 'banget', 'tidak', 'cocok', 'musisi']"
heyiyaw_,"Klo gw yg badannya kek gini di bully deh ""gak bahagia ya kok kurus bgt"" menyala orang2 sekitarkuuu🔥🔥",['Body Shaming'],Yes,"['kalo', 'badan', 'kayak', 'bully', 'deh', 'tidak', 'senang', 'ya', 'kurus', 'banget', 'nyala', 'orang', 'sekitarkuu']"
oti_pefi,"Pemerintah harus berani audit, biar jadi pelajaran semua artis, bayar pajak yang adil",['Neutral'],No,"['perintah', 'berani', 'audit', 'biar', 'ajar', 'artis', 'bayar', 'pajak', 'adil']"
jeneryyy_,Gercep skali Rn like we @grumpycc00 😭,['Neutral'],No,"['gercep', 'rn', 'suka']"
shafiqka.nurul,"Ikut kajian sih ikut kajian ya Wak, tp ga harus pakai pakaian wanita juga 😅",['Neutral'],No,"['kaji', 'sih', 'kaji', 'ya', 'wake', 'tidak', 'pakai', 'wanita']"
lennyfebrii,"seniman macam apa kalau pilih pilih orang pake lagu, cuihh",['Harassment'],Yes,"['artis', 'jenis', 'pilih', 'pilih', 'orang', 'pakai', 'lagu', 'cuihh']"
sellajuliana14,"Mana klarifikasi nya,kmrin sok""an klarifikasi membela teman!makan tu hasil rebutan lo!!moga bahagia aja..biar karma yang membalas😂😂",['Denigration'],Yes,"['klarifikasi', 'nyakmrin', 'sok', 'klarifikasi', 'bela', 'teman', 'hasil', 'rebut', 'lomoga', 'senang', 'ajabiar', 'karma', 'balas']"
radikaaaw,Liat sini pai @mhmdraf11,['Neutral'],No,"['lihat', 'pai']"
luthfi_sands,"laki laki kan? act like one, dateng ke kajian pake cadar gabung ama wanita, ga ada malunya 🗿",['Neutral'],No,"['pria', 'pria', 'tindak', 'suka', 'kaji', 'pakai', 'kerudung', 'gabung', 'wanita', 'tidak', 'malu']"
tutik_key,Merem aj msh cantik mama gigi 😍,['Neutral'],No,"['rem', 'cantik', 'mama', 'gigi']"
i.ibelle,Kaka ngga cocok kek badannya diedit sama muka,['Denigration'],Yes,"['kakak', 'tidak', 'cocok', 'kayak', 'badan', 'edit', 'maju']"
firmandian_,"Bang tolong jaga batasannya,ini sudah diluar jalur yah, Abang ini udh sampe diluar batas, jangan permainkan pakaian yg bgtu suci dan cntik,apalagi ini Sunnah yg disayangi oleh sayyidah Fatimah Zahra, boleh Kaka mau sgmna mngkin boleh TPI yg pake cadar udh diluar jalur !!!! Saya sngt sedih melihat anda miris!.",['Neutral'],No,"['bang', 'bantu', 'jaga', 'batas', 'sudah', 'luar', 'lacak', 'ya', 'kakak', 'sudah', 'luar', 'batas', 'main', 'pakai', 'suci', 'cntikapalagi', 'sunnah', 'sayang', 'sayyidah', 'fatimah', 'zahra', 'kakak', 'gimana', 'pakai', 'kerudung', 'sudah', 'luar', 'lacak', 'sedih', 'miris']"
durenruntuh____,"Bang bikin lagu buat sendiri aja napa, galak amat 🤣 gw tau nya cmn ooooooo nya doang bjir😂",['Denigration'],Yes,"['bang', 'lagu', 'garang', 'milik', 'cuman', 'oh', 'milik', 'doang', 'bjir']"
ahmdfhi04,Lebay bet bilang gk sudi segala 😂,['Flaming'],Yes,"['lebay', 'banget', 'bilang', 'tidak', 'sudi']"
anggieputrikrnsr,Focus berkarya tanpa ada embel” politik lebih baik,['Neutral'],No,"['fokus', 'karya', 'hias', 'tambah', 'politik', 'bagus']"
deviihaifha2101,Baru 1 lagu baru 1jt aja gayanya selangit sampe ngatain orang ga Sudi miris bgt,['Harassment'],Yes,"['lagu', 'juta', 'gaya', 'langit', 'katai', 'orang', 'tidak', 'sudi', 'miris', 'banget']"
ernisutisnas,Kaga masuk angin tuh neng,['Neutral'],No,"['kagak', 'masuk', 'angin', 'tuh', 'neng']"
pradibagass,Ini siapa sih? musisi kapan ini ? pasti musisi kemarin sore,['Neutral'],No,"['sih', 'musisi', 'musisi', 'kemarin', 'sore']"
dz.piee,jangan di hujat ges nanti takutnya main hukum karna ga ada jalan lain buat berkata”🥱,['Neutral'],No,"['nista', 'ges', 'takut', 'main', 'hukum', 'tidak', 'jalan']"
queenweny,GW SIH NAJIS YA DENGERIN LAGUNYA,"['Flaming', 'Harassment']",Yes,"['sih', 'najis', 'ya', 'dengar', 'lagu']"
owner.barbie,yang coment rata2 otaknya pada g0bL0k 👺,['Flaming'],Yes,"['komentar', 'otak', 'goblok']"
yogadwiss13_,"Sikap arogan mu dan kata ngak Sudi mu bakalan melekat selamnya di krya2 mu dan dirimu sendiri bang, sangat di sayangkan karya sebagus itu harus redup krna emosi sesaat, bukan melarang untuk mengkritik tapi kalau udah gini kan dirimu sndiri yang rugi, kalau ngak Sudi ngapain di up ngapain di post ngapain di pertontonkan, tujuan mu apa ? Biar kamu jadi bagian dari orang2 yg menghujat mereka, ngerasa Bangga gitu bisa menyebarkan luas kan ujaran kebencian",['Harassment'],Yes,"['sikap', 'arogan', 'milik', 'tidak', 'sudi', 'milik', 'lekat', 'selam', 'karya', 'milik', 'diri', 'bang', 'sayang', 'karya', 'bagus', 'redup', 'emosi', 'tidak', 'larang', 'kritik', 'sudah', 'diri', 'rugi', 'tidak', 'sudi', 'kapai', 'up', 'kapai', 'post', 'kapai', 'tonton', 'tuju', 'milik', 'biar', 'orang', 'hujat', 'bangga', 'sebar', 'luas', 'ujar', 'benci']"
